"","X.2","X.1","X","rwr_rank","help_vote","vote","top1","top10","top50","top500","top1000","vine"
"1389",1389,1389,1389,35343856,9,35,NA,NA,NA,NA,NA,NA
"1390",1390,1390,1390,3049613,20,30,NA,NA,NA,NA,NA,NA
"1391",1391,1391,1391,15048672,5,10,NA,NA,NA,NA,NA,NA
"1392",1392,1392,1392,7217206,11,18,NA,NA,NA,NA,NA,NA
"1393",1393,1393,1393,650307,87,110,NA,NA,NA,NA,NA,NA
"1394",1394,1394,1394,7853069,6,9,NA,NA,NA,NA,NA,NA
"1395",1395,1395,1395,11382597,1,2,NA,NA,NA,NA,NA,NA
"1396",1396,1396,1396,1227580,30,53,NA,NA,NA,NA,NA,NA
"1397",1397,1397,1397,3174333,17,20,NA,NA,NA,NA,NA,NA
"1398",1398,1398,1398,4835444,2,5,NA,NA,NA,NA,NA,NA
"1399",1399,1399,1399,206405,99,104,NA,NA,NA,NA,NA,NA
"1400",1400,1400,1400,8304712,1,1,NA,NA,NA,NA,NA,NA
"1401",1401,1401,1401,23150842,2,3,NA,NA,NA,NA,NA,NA
"1402",1402,1402,1402,71234,58,70,NA,NA,NA,NA,NA,NA
"1403",1403,1403,1403,10206892,2,3,NA,NA,NA,NA,NA,NA
"1404",1404,1404,1404,24626013,1,1,NA,NA,NA,NA,NA,NA
"1405",1405,1405,1405,371272,64,68,NA,NA,NA,NA,NA,NA
"1406",1406,1406,1406,34933402,1,11,NA,NA,NA,NA,NA,NA
"1407",1407,1407,1407,8011679,2,2,NA,NA,NA,NA,NA,NA
"1408",1408,1408,1408,581290,6,8,NA,NA,NA,NA,NA,NA
"1409",1409,1409,1409,15123788,23,32,NA,NA,NA,NA,NA,NA
"1410",1410,1410,1410,35090482,38,71,NA,NA,NA,NA,NA,NA
"1411",1411,1411,1411,8397479,1,2,NA,NA,NA,NA,NA,NA
"1412",1412,1412,1412,5376529,21,26,NA,NA,NA,NA,NA,NA
"1413",1413,1413,1413,1593744,17,21,NA,NA,NA,NA,NA,NA
"1414",1414,1414,1414,25085000,0,1,NA,NA,NA,NA,NA,NA
"1415",1415,1415,1415,93,8781,9695,NA,NA,NA,NA,NA,"VINE VOICE"
"1416",1416,1416,1416,119796,49,63,NA,NA,NA,NA,NA,NA
"1417",1417,1417,1417,14331269,1,1,NA,NA,NA,NA,NA,NA
"1418",1418,1418,1418,9313,2344,2526,NA,NA,NA,NA,NA,NA
"1419",1419,1419,1419,15240,485,565,NA,NA,NA,NA,NA,NA
"1420",1420,1420,1420,147129,100,113,NA,NA,NA,NA,NA,NA
"1421",1421,1421,1421,52254,140,168,NA,NA,NA,NA,NA,NA
"1422",1422,1422,1422,4124576,12,22,NA,NA,NA,NA,NA,NA
"1423",1423,1423,1423,6199136,10,42,NA,NA,NA,NA,NA,NA
"1424",1424,1424,1424,857537,11,12,NA,NA,NA,NA,NA,NA
"1425",1425,1425,1425,725,6869,7502,NA,NA,NA,NA,"TOP 1000 REVIEWER<",NA
"1426",1426,1426,1426,10742398,6,9,NA,NA,NA,NA,NA,NA
"1427",1427,1427,1427,867803,16,23,NA,NA,NA,NA,NA,NA
"1428",1428,1428,1428,24819908,1,1,NA,NA,NA,NA,NA,NA
"1429",1429,1429,1429,9154526,2,3,NA,NA,NA,NA,NA,NA
"1430",1430,1430,1430,35247180,6,15,NA,NA,NA,NA,NA,NA
"1431",1431,1431,1431,1941,1944,2175,NA,NA,NA,NA,NA,NA
"1432",1432,1432,1432,7460,468,520,NA,NA,NA,NA,NA,NA
"1433",1433,1433,1433,4630005,38,41,NA,NA,NA,NA,NA,NA
"1434",1434,1434,1434,5355225,0,1,NA,NA,NA,NA,NA,NA
"1435",1435,1435,1435,19937841,16,33,NA,NA,NA,NA,NA,NA
"1436",1436,1436,1436,7863359,1,1,NA,NA,NA,NA,NA,NA
"1437",1437,1437,1437,22040340,1,1,NA,NA,NA,NA,NA,NA
"1438",1438,1438,1438,8931613,4,6,NA,NA,NA,NA,NA,NA
"1439",1439,1439,1439,1346437,6,7,NA,NA,NA,NA,NA,NA
"1440",1440,1440,1440,19991690,4,4,NA,NA,NA,NA,NA,NA
"1441",1441,1441,1441,10897078,1,3,NA,NA,NA,NA,NA,NA
"1442",1442,1442,1442,1637355,9,9,NA,NA,NA,NA,NA,NA
"1443",1443,1443,1443,1765087,89,181,NA,NA,NA,NA,NA,NA
"1444",1444,1444,1444,26575149,1,1,NA,NA,NA,NA,NA,NA
"1445",1445,1445,1445,45331,153,183,NA,NA,NA,NA,NA,NA
"1446",1446,1446,1446,2035967,7,8,NA,NA,NA,NA,NA,NA
"1447",1447,1447,1447,1071037,39,51,NA,NA,NA,NA,NA,NA
"1448",1448,1448,1448,25431178,1,1,NA,NA,NA,NA,NA,NA
"1449",1449,1449,1449,3119729,17,18,NA,NA,NA,NA,NA,NA
"1450",1450,1450,1450,24715316,1,1,NA,NA,NA,NA,NA,NA
"1451",1451,1451,1451,81124,259,268,NA,NA,NA,NA,NA,NA
"1452",1452,1452,1452,11353526,4,5,NA,NA,NA,NA,NA,NA
"1453",1453,1453,1453,13312,900,1281,NA,NA,NA,NA,NA,NA
"1454",1454,1454,1454,338981,111,145,NA,NA,NA,NA,NA,NA
"1455",1455,1455,1455,22766674,1,2,NA,NA,NA,NA,NA,NA
"1456",1456,1456,1456,341233,26,30,NA,NA,NA,NA,NA,NA
"1457",1457,1457,1457,2209427,1,1,NA,NA,NA,NA,NA,NA
"1458",1458,1458,1458,2480727,4,6,NA,NA,NA,NA,NA,NA
"1459",1459,1459,1459,28082892,0,2,NA,NA,NA,NA,NA,NA
"1460",1460,1460,1460,103683,110,136,NA,NA,NA,NA,NA,NA
"1461",1461,1461,1461,1921119,84,101,NA,NA,NA,NA,NA,NA
"1462",1462,1462,1462,5247201,5,8,NA,NA,NA,NA,NA,NA
"1463",1463,1463,1463,83531,76,85,NA,NA,NA,NA,NA,NA
"1464",1464,1464,1464,141122,360,411,NA,NA,NA,NA,NA,NA
"1465",1465,1465,1465,1337102,49,59,NA,NA,NA,NA,NA,NA
"1466",1466,1466,1466,4998857,3,3,NA,NA,NA,NA,NA,NA
"1467",1467,1467,1467,24242,306,359,NA,NA,NA,NA,NA,NA
"1468",1468,1468,1468,27228890,0,1,NA,NA,NA,NA,NA,NA
"1469",1469,1469,1469,43855,315,377,NA,NA,NA,NA,NA,NA
"1470",1470,1470,1470,3929520,15,23,NA,NA,NA,NA,NA,NA
"1471",1471,1471,1471,22177731,1,1,NA,NA,NA,NA,NA,NA
"1472",1472,1472,1472,2614678,4,7,NA,NA,NA,NA,NA,NA
"1473",1473,1473,1473,20421619,1,1,NA,NA,NA,NA,NA,NA
"1474",1474,1474,1474,190388,48,56,NA,NA,NA,NA,NA,NA
"1475",1475,1475,1475,741044,31,47,NA,NA,NA,NA,NA,NA
"1476",1476,1476,1476,462995,46,76,NA,NA,NA,NA,NA,NA
"1477",1477,1477,1477,3120682,4,4,NA,NA,NA,NA,NA,NA
"1478",1478,1478,1478,2235889,14,15,NA,NA,NA,NA,NA,NA
"1479",1479,1479,1479,1451914,129,134,NA,NA,NA,NA,NA,NA
"1480",1480,1480,1480,35354978,3116,9083,NA,NA,NA,NA,NA,NA
"1481",1481,1481,1481,189303,23,27,NA,NA,NA,NA,NA,NA
"1482",1482,1482,1482,1252,5292,5484,NA,NA,NA,NA,NA,"VINE VOICE"
"1483",1483,1483,1483,865109,15,27,NA,NA,NA,NA,NA,NA
"1484",1484,1484,1484,19885377,2,2,NA,NA,NA,NA,NA,NA
"1485",1485,1485,1485,43225,640,722,NA,NA,NA,NA,NA,NA
"1486",1486,1486,1486,1077550,18,20,NA,NA,NA,NA,NA,NA
"1487",1487,1487,1487,26931364,3,3,NA,NA,NA,NA,NA,NA
"1488",1488,1488,1488,19916860,8,16,NA,NA,NA,NA,NA,NA
"1489",1489,1489,1489,509644,31,34,NA,NA,NA,NA,NA,NA
"1490",1490,1490,1490,164626,83,94,NA,NA,NA,NA,NA,NA
"1491",1491,1491,1491,420070,63,103,NA,NA,NA,NA,NA,NA
"1492",1492,1492,1492,26954485,1,1,NA,NA,NA,NA,NA,NA
"1493",1493,1493,1493,16524702,1,2,NA,NA,NA,NA,NA,NA
"1494",1494,1494,1494,35066904,89,180,NA,NA,NA,NA,NA,NA
"1495",1495,1495,1495,5903459,1,1,NA,NA,NA,NA,NA,NA
"1496",1496,1496,1496,1778192,9,11,NA,NA,NA,NA,NA,NA
"1497",1497,1497,1497,2047341,112,233,NA,NA,NA,NA,NA,NA
"1498",1498,1498,1498,60,32880,36519,NA,NA,NA,NA,NA,"VINE VOICE"
"1499",1499,1499,1499,413024,43,67,NA,NA,NA,NA,NA,NA
"1500",1500,1500,1500,677,4148,4500,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"1501",1501,1501,1501,15715587,0,1,NA,NA,NA,NA,NA,NA
"1502",1502,1502,1502,590370,60,82,NA,NA,NA,NA,NA,NA
"1503",1503,1503,1503,8849,534,554,NA,NA,NA,NA,NA,NA
"1504",1504,1504,1504,489051,116,125,NA,NA,NA,NA,NA,NA
"1505",1505,1505,1505,5495786,1,2,NA,NA,NA,NA,NA,NA
"1506",1506,1506,1506,20938995,1,2,NA,NA,NA,NA,NA,NA
"1507",1507,1507,1507,346023,125,150,NA,NA,NA,NA,NA,NA
"1508",1508,1508,1508,356883,38,43,NA,NA,NA,NA,NA,NA
"1509",1509,1509,1509,316179,51,59,NA,NA,NA,NA,NA,NA
"1510",1510,1510,1510,20973916,0,1,NA,NA,NA,NA,NA,NA
"1511",1511,1511,1511,108,11582,12391,NA,NA,NA,"TOP 500 REVIEWER<",NA,NA
"1512",1512,1512,1512,11339845,1,1,NA,NA,NA,NA,NA,NA
"1513",1513,1513,1513,451006,51,59,NA,NA,NA,NA,NA,NA
"1514",1514,1514,1514,313163,163,196,NA,NA,NA,NA,NA,NA
"1515",1515,1515,1515,12232,2456,3386,NA,NA,NA,NA,NA,"VINE VOICE"
"1516",1516,1516,1516,4024517,10,15,NA,NA,NA,NA,NA,NA
"1517",1517,1517,1517,25867285,2,3,NA,NA,NA,NA,NA,NA
"1518",1518,1518,1518,17908775,2,3,NA,NA,NA,NA,NA,NA
"1519",1519,1519,1519,1184,3847,4535,NA,NA,NA,NA,NA,"VINE VOICE"
"1520",1520,1520,1520,25050156,1,3,NA,NA,NA,NA,NA,NA
"1521",1521,1521,1521,11316190,1,1,NA,NA,NA,NA,NA,NA
"1522",1522,1522,1522,7348102,6,7,NA,NA,NA,NA,NA,NA
"1523",1523,1523,1523,7454614,3,4,NA,NA,NA,NA,NA,NA
"1524",1524,1524,1524,6236293,8,9,NA,NA,NA,NA,NA,NA
"1525",1525,1525,1525,8694970,142,263,NA,NA,NA,NA,NA,NA
"1526",1526,1526,1526,22528557,0,2,NA,NA,NA,NA,NA,NA
"1527",1527,1527,1527,27089997,4,11,NA,NA,NA,NA,NA,NA
"1528",1528,1528,1528,5495451,5,7,NA,NA,NA,NA,NA,NA
"1529",1529,1529,1529,329471,34,42,NA,NA,NA,NA,NA,NA
"1530",1530,1530,1530,4137488,44,52,NA,NA,NA,NA,NA,NA
"1531",1531,1531,1531,35081346,3,11,NA,NA,NA,NA,NA,NA
"1532",1532,1532,1532,622528,23,29,NA,NA,NA,NA,NA,NA
"1533",1533,1533,1533,1774013,52,88,NA,NA,NA,NA,NA,NA
"1534",1534,1534,1534,28390,181,227,NA,NA,NA,NA,NA,NA
"1535",1535,1535,1535,586323,47,53,NA,NA,NA,NA,NA,NA
"1536",1536,1536,1536,11014678,2,2,NA,NA,NA,NA,NA,NA
"1537",1537,1537,1537,67847,238,349,NA,NA,NA,NA,NA,"VINE VOICE"
"1538",1538,1538,1538,6778,896,1110,NA,NA,NA,NA,NA,"VINE VOICE"
"1539",1539,1539,1539,130491,145,190,NA,NA,NA,NA,NA,NA
"1540",1540,1540,1540,34724651,19,35,NA,NA,NA,NA,NA,NA
"1541",1541,1541,1541,2948302,16,38,NA,NA,NA,NA,NA,NA
"1542",1542,1542,1542,24392146,1,2,NA,NA,NA,NA,NA,NA
"1543",1543,1543,1543,19093,5491,6369,NA,NA,NA,NA,NA,"VINE VOICE"
"1544",1544,1544,1544,35337880,4,20,NA,NA,NA,NA,NA,NA
"1545",1545,1545,1545,10262004,2,2,NA,NA,NA,NA,NA,NA
"1546",1546,1546,1546,443,13768,14760,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1547",1547,1547,1547,25520142,1,2,NA,NA,NA,NA,NA,NA
"1548",1548,1548,1548,5370,4696,6984,NA,NA,NA,NA,NA,"VINE VOICE"
"1549",1549,1549,1549,395638,93,136,NA,NA,NA,NA,NA,NA
"1550",1550,1550,1550,4675475,3,5,NA,NA,NA,NA,NA,NA
"1551",1551,1551,1551,35244573,12,25,NA,NA,NA,NA,NA,NA
"1552",1552,1552,1552,1019084,217,286,NA,NA,NA,NA,NA,NA
"1553",1553,1553,1553,1626026,4,4,NA,NA,NA,NA,NA,NA
"1554",1554,1554,1554,6000333,3,5,NA,NA,NA,NA,NA,NA
"1555",1555,1555,1555,3388505,10,12,NA,NA,NA,NA,NA,NA
"1556",1556,1556,1556,35243998,10,20,NA,NA,NA,NA,NA,NA
"1557",1557,1557,1557,31079,654,849,NA,NA,NA,NA,NA,"VINE VOICE"
"1558",1558,1558,1558,7865259,5,5,NA,NA,NA,NA,NA,NA
"1559",1559,1559,1559,619974,17,24,NA,NA,NA,NA,NA,NA
"1560",1560,1560,1560,3853403,28,53,NA,NA,NA,NA,NA,NA
"1561",1561,1561,1561,7965876,2,3,NA,NA,NA,NA,NA,NA
"1562",1562,1562,1562,35085752,33,96,NA,NA,NA,NA,NA,NA
"1563",1563,1563,1563,18182,541,782,NA,NA,NA,NA,NA,"VINE VOICE"
"1564",1564,1564,1564,1937129,9,15,NA,NA,NA,NA,NA,NA
"1565",1565,1565,1565,5074541,9,12,NA,NA,NA,NA,NA,NA
"1566",1566,1566,1566,21366940,1,1,NA,NA,NA,NA,NA,NA
"1567",1567,1567,1567,8483225,1,1,NA,NA,NA,NA,NA,NA
"1568",1568,1568,1568,4921252,71,82,NA,NA,NA,NA,NA,NA
"1569",1569,1569,1569,7813,384,421,NA,NA,NA,NA,NA,NA
"1570",1570,1570,1570,26036977,4,4,NA,NA,NA,NA,NA,NA
"1571",1571,1571,1571,459700,448,547,NA,NA,NA,NA,NA,NA
"1572",1572,1572,1572,406,5820,6449,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1573",1573,1573,1573,1735358,17,25,NA,NA,NA,NA,NA,NA
"1574",1574,1574,1574,12086497,7,13,NA,NA,NA,NA,NA,NA
"1575",1575,1575,1575,2720481,37,74,NA,NA,NA,NA,NA,NA
"1576",1576,1576,1576,24658933,9,27,NA,NA,NA,NA,NA,NA
"1577",1577,1577,1577,215558,105,136,NA,NA,NA,NA,NA,NA
"1578",1578,1578,1578,12477,3523,6846,NA,NA,NA,NA,NA,"VINE VOICE"
"1579",1579,1579,1579,4645229,6,7,NA,NA,NA,NA,NA,NA
"1580",1580,1580,1580,3177884,7,9,NA,NA,NA,NA,NA,NA
"1581",1581,1581,1581,92941,108,134,NA,NA,NA,NA,NA,NA
"1582",1582,1582,1582,330352,237,264,NA,NA,NA,NA,NA,NA
"1583",1583,1583,1583,12262998,4,7,NA,NA,NA,NA,NA,NA
"1584",1584,1584,1584,14631737,5,5,NA,NA,NA,NA,NA,NA
"1585",1585,1585,1585,674929,356,434,NA,NA,NA,NA,NA,NA
"1586",1586,1586,1586,7774021,2,2,NA,NA,NA,NA,NA,NA
"1587",1587,1587,1587,27475,686,820,NA,NA,NA,NA,NA,NA
"1588",1588,1588,1588,19497838,0,1,NA,NA,NA,NA,NA,NA
"1589",1589,1589,1589,35351591,656,1215,NA,NA,NA,NA,NA,NA
"1590",1590,1590,1590,217594,145,187,NA,NA,NA,NA,NA,NA
"1591",1591,1591,1591,16304134,1,1,NA,NA,NA,NA,NA,NA
"1592",1592,1592,1592,23,14193,14752,NA,NA,"TOP 50 REVIEWER<",NA,NA,NA
"1593",1593,1593,1593,19538337,2,2,NA,NA,NA,NA,NA,NA
"1594",1594,1594,1594,21617190,1,1,NA,NA,NA,NA,NA,NA
"1595",1595,1595,1595,4842515,2,2,NA,NA,NA,NA,NA,NA
"1596",1596,1596,1596,27097101,0,1,NA,NA,NA,NA,NA,NA
"1597",1597,1597,1597,1004317,18,20,NA,NA,NA,NA,NA,NA
"1598",1598,1598,1598,326295,110,120,NA,NA,NA,NA,NA,NA
"1599",1599,1599,1599,17157612,0,1,NA,NA,NA,NA,NA,NA
"1600",1600,1600,1600,18779027,1,1,NA,NA,NA,NA,NA,NA
"1601",1601,1601,1601,222098,163,180,NA,NA,NA,NA,NA,NA
"1602",1602,1602,1602,2556155,10,12,NA,NA,NA,NA,NA,NA
"1603",1603,1603,1603,6633937,1,1,NA,NA,NA,NA,NA,NA
"1604",1604,1604,1604,5115738,9,10,NA,NA,NA,NA,NA,NA
"1605",1605,1605,1605,513008,1287,1418,NA,NA,NA,NA,NA,NA
"1606",1606,1606,1606,35311247,13,38,NA,NA,NA,NA,NA,NA
"1607",1607,1607,1607,15240354,1,1,NA,NA,NA,NA,NA,NA
"1608",1608,1608,1608,25660064,4,4,NA,NA,NA,NA,NA,NA
"1609",1609,1609,1609,28744049,2,2,NA,NA,NA,NA,NA,NA
"1610",1610,1610,1610,948934,27,27,NA,NA,NA,NA,NA,NA
"1611",1611,1611,1611,15311373,6,9,NA,NA,NA,NA,NA,NA
"1612",1612,1612,1612,4207858,3,6,NA,NA,NA,NA,NA,NA
"1613",1613,1613,1613,536214,22,27,NA,NA,NA,NA,NA,NA
"1614",1614,1614,1614,27671667,0,1,NA,NA,NA,NA,NA,NA
"1615",1615,1615,1615,16068620,2,2,NA,NA,NA,NA,NA,NA
"1616",1616,1616,1616,10026322,5,12,NA,NA,NA,NA,NA,NA
"1617",1617,1617,1617,2923,2372,2783,NA,NA,NA,NA,NA,"VINE VOICE"
"1618",1618,1618,1618,813799,73,103,NA,NA,NA,NA,NA,NA
"1619",1619,1619,1619,383733,58,71,NA,NA,NA,NA,NA,NA
"1620",1620,1620,1620,369930,203,215,NA,NA,NA,NA,NA,NA
"1621",1621,1621,1621,34619219,1,6,NA,NA,NA,NA,NA,NA
"1622",1622,1622,1622,1645085,8,10,NA,NA,NA,NA,NA,NA
"1623",1623,1623,1623,8888079,4,5,NA,NA,NA,NA,NA,NA
"1624",1624,1624,1624,4888603,1,3,NA,NA,NA,NA,NA,NA
"1625",1625,1625,1625,2936735,9,10,NA,NA,NA,NA,NA,NA
"1626",1626,1626,1626,890616,17,24,NA,NA,NA,NA,NA,NA
"1627",1627,1627,1627,491264,54,67,NA,NA,NA,NA,NA,NA
"1628",1628,1628,1628,9678863,2,2,NA,NA,NA,NA,NA,NA
"1629",1629,1629,1629,1841479,8,8,NA,NA,NA,NA,NA,NA
"1630",1630,1630,1630,259,6155,6703,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1631",1631,1631,1631,369109,33,38,NA,NA,NA,NA,NA,NA
"1632",1632,1632,1632,21660741,0,1,NA,NA,NA,NA,NA,NA
"1633",1633,1633,1633,579479,97,118,NA,NA,NA,NA,NA,NA
"1634",1634,1634,1634,14221101,1,1,NA,NA,NA,NA,NA,NA
"1635",1635,1635,1635,404078,46,62,NA,NA,NA,NA,NA,NA
"1636",1636,1636,1636,1516846,8,10,NA,NA,NA,NA,NA,NA
"1637",1637,1637,1637,355365,54,73,NA,NA,NA,NA,NA,NA
"1638",1638,1638,1638,6677297,5,5,NA,NA,NA,NA,NA,NA
"1639",1639,1639,1639,10574174,3,7,NA,NA,NA,NA,NA,NA
"1640",1640,1640,1640,5842351,1,1,NA,NA,NA,NA,NA,NA
"1641",1641,1641,1641,8147,882,1024,NA,NA,NA,NA,NA,"VINE VOICE"
"1642",1642,1642,1642,11102280,2,2,NA,NA,NA,NA,NA,NA
"1643",1643,1643,1643,3202216,75,78,NA,NA,NA,NA,NA,NA
"1644",1644,1644,1644,2339251,17,21,NA,NA,NA,NA,NA,NA
"1645",1645,1645,1645,25184096,1,1,NA,NA,NA,NA,NA,NA
"1646",1646,1646,1646,2688937,19,31,NA,NA,NA,NA,NA,NA
"1647",1647,1647,1647,6719466,8,10,NA,NA,NA,NA,NA,NA
"1648",1648,1648,1648,649781,126,152,NA,NA,NA,NA,NA,NA
"1649",1649,1649,1649,3060120,97,117,NA,NA,NA,NA,NA,NA
"1650",1650,1650,1650,11328901,2,2,NA,NA,NA,NA,NA,NA
"1651",1651,1651,1651,28120097,0,1,NA,NA,NA,NA,NA,NA
"1652",1652,1652,1652,126452,351,375,NA,NA,NA,NA,NA,NA
"1653",1653,1653,1653,1052912,28,39,NA,NA,NA,NA,NA,NA
"1654",1654,1654,1654,18114834,3,5,NA,NA,NA,NA,NA,NA
"1655",1655,1655,1655,1677471,15,18,NA,NA,NA,NA,NA,NA
"1656",1656,1656,1656,5478482,24,25,NA,NA,NA,NA,NA,NA
"1657",1657,1657,1657,522,6992,8222,NA,NA,NA,NA,"TOP 1000 REVIEWER<",NA
"1658",1658,1658,1658,16612772,6,10,NA,NA,NA,NA,NA,NA
"1659",1659,1659,1659,650012,218,271,NA,NA,NA,NA,NA,NA
"1660",1660,1660,1660,431431,94,115,NA,NA,NA,NA,NA,NA
"1661",1661,1661,1661,2030794,6,8,NA,NA,NA,NA,NA,NA
"1662",1662,1662,1662,1172595,103,113,NA,NA,NA,NA,NA,NA
"1663",1663,1663,1663,14546469,3,3,NA,NA,NA,NA,NA,NA
"1664",1664,1664,1664,24751319,1,2,NA,NA,NA,NA,NA,NA
"1665",1665,1665,1665,244632,1490,1701,NA,NA,NA,NA,NA,"VINE VOICE"
"1666",1666,1666,1666,6499,1849,2669,NA,NA,NA,NA,NA,"VINE VOICE"
"1667",1667,1667,1667,202387,48,53,NA,NA,NA,NA,NA,NA
"1668",1668,1668,1668,914953,75,80,NA,NA,NA,NA,NA,NA
"1669",1669,1669,1669,4626610,2,3,NA,NA,NA,NA,NA,NA
"1670",1670,1670,1670,21617319,3,3,NA,NA,NA,NA,NA,NA
"1671",1671,1671,1671,13024263,2,7,NA,NA,NA,NA,NA,NA
"1672",1672,1672,1672,756015,9,9,NA,NA,NA,NA,NA,NA
"1673",1673,1673,1673,1193240,5,5,NA,NA,NA,NA,NA,NA
"1674",1674,1674,1674,94102,911,960,NA,NA,NA,NA,NA,NA
"1675",1675,1675,1675,433704,68,94,NA,NA,NA,NA,NA,NA
"1676",1676,1676,1676,10457083,1,1,NA,NA,NA,NA,NA,NA
"1677",1677,1677,1677,15178467,4,4,NA,NA,NA,NA,NA,NA
"1678",1678,1678,1678,482,6090,6547,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1679",1679,1679,1679,463492,62,68,NA,NA,NA,NA,NA,NA
"1680",1680,1680,1680,395686,56,75,NA,NA,NA,NA,NA,NA
"1681",1681,1681,1681,39937,191,219,NA,NA,NA,NA,NA,NA
"1682",1682,1682,1682,6008183,15,18,NA,NA,NA,NA,NA,NA
"1683",1683,1683,1683,24412049,7,11,NA,NA,NA,NA,NA,NA
"1684",1684,1684,1684,35301012,9,27,NA,NA,NA,NA,NA,NA
"1685",1685,1685,1685,624908,163,223,NA,NA,NA,NA,NA,NA
"1686",1686,1686,1686,1014874,15,18,NA,NA,NA,NA,NA,NA
"1687",1687,1687,1687,10084975,2,2,NA,NA,NA,NA,NA,NA
"1688",1688,1688,1688,8076489,6,6,NA,NA,NA,NA,NA,NA
"1689",1689,1689,1689,14178742,1,2,NA,NA,NA,NA,NA,NA
"1690",1690,1690,1690,7482635,1,2,NA,NA,NA,NA,NA,NA
"1691",1691,1691,1691,6077,1196,1796,NA,NA,NA,NA,NA,"VINE VOICE"
"1692",1692,1692,1692,60,32880,36519,NA,NA,NA,NA,NA,"VINE VOICE"
"1693",1693,1693,1693,4347156,1,2,NA,NA,NA,NA,NA,NA
"1694",1694,1694,1694,8749927,14,14,NA,NA,NA,NA,NA,NA
"1695",1695,1695,1695,2281033,110,181,NA,NA,NA,NA,NA,NA
"1696",1696,1696,1696,1528795,18,24,NA,NA,NA,NA,NA,NA
"1697",1697,1697,1697,30989,168,179,NA,NA,NA,NA,NA,NA
"1698",1698,1698,1698,15868122,3,6,NA,NA,NA,NA,NA,NA
"1699",1699,1699,1699,18442499,4,5,NA,NA,NA,NA,NA,NA
"1700",1700,1700,1700,112157,573,735,NA,NA,NA,NA,NA,"VINE VOICE"
"1701",1701,1701,1701,891,6357,6986,NA,NA,NA,NA,"TOP 1000 REVIEWER<","VINE VOICE"
"1702",1702,1702,1702,424465,44,75,NA,NA,NA,NA,NA,NA
"1703",1703,1703,1703,347011,128,132,NA,NA,NA,NA,NA,NA
"1704",1704,1704,1704,4525657,10,19,NA,NA,NA,NA,NA,NA
"1705",1705,1705,1705,333,5317,5517,NA,NA,NA,"TOP 500 REVIEWER<",NA,"VINE VOICE"
"1706",1706,1706,1706,538942,97,112,NA,NA,NA,NA,NA,NA
"1707",1707,1707,1707,15534,478,693,NA,NA,NA,NA,NA,NA
"1708",1708,1708,1708,1715110,85,99,NA,NA,NA,NA,NA,NA
"1709",1709,1709,1709,2027589,12,12,NA,NA,NA,NA,NA,NA
"1710",1710,1710,1710,14526,1312,1432,NA,NA,NA,NA,NA,NA
"1711",1711,1711,1711,675039,99,117,NA,NA,NA,NA,NA,NA
"1712",1712,1712,1712,197994,47,62,NA,NA,NA,NA,NA,NA
"1713",1713,1713,1713,2518078,134,168,NA,NA,NA,NA,NA,NA
"1714",1714,1714,1714,23282675,2,4,NA,NA,NA,NA,NA,NA
"1715",1715,1715,1715,1325867,9,14,NA,NA,NA,NA,NA,NA
"1716",1716,1716,1716,2140,2549,2775,NA,NA,NA,NA,NA,"VINE VOICE"
"1717",1717,1717,1717,14471,498,645,NA,NA,NA,NA,NA,"VINE VOICE"
"1718",1718,1718,1718,13794189,2,2,NA,NA,NA,NA,NA,NA
"1719",1719,1719,1719,247639,35,49,NA,NA,NA,NA,NA,NA
"1720",1720,1720,1720,34748209,3,7,NA,NA,NA,NA,NA,NA
"1721",1721,1721,1721,2527126,49,95,NA,NA,NA,NA,NA,NA
"1722",1722,1722,1722,23399603,2,3,NA,NA,NA,NA,NA,NA
"1723",1723,1723,1723,6645745,18,18,NA,NA,NA,NA,NA,NA
"1724",1724,1724,1724,8053312,1,1,NA,NA,NA,NA,NA,NA
"1725",1725,1725,1725,90016,178,247,NA,NA,NA,NA,NA,NA
"1726",1726,1726,1726,874405,9,11,NA,NA,NA,NA,NA,NA
"1727",1727,1727,1727,2287,5304,6744,NA,NA,NA,NA,NA,"VINE VOICE"
"1728",1728,1728,1728,28146124,6,7,NA,NA,NA,NA,NA,NA
"1729",1729,1729,1729,21114843,6,10,NA,NA,NA,NA,NA,NA
"1730",1730,1730,1730,481641,14,19,NA,NA,NA,NA,NA,NA
"1731",1731,1731,1731,2855414,53,55,NA,NA,NA,NA,NA,NA
"1732",1732,1732,1732,11575957,5,9,NA,NA,NA,NA,NA,NA
"1733",1733,1733,1733,1226228,58,69,NA,NA,NA,NA,NA,NA
"1734",1734,1734,1734,947434,7,9,NA,NA,NA,NA,NA,NA
"1735",1735,1735,1735,139165,57,68,NA,NA,NA,NA,NA,NA
"1736",1736,1736,1736,6783,1272,1504,NA,NA,NA,NA,NA,"VINE VOICE"
"1737",1737,1737,1737,1183637,79,101,NA,NA,NA,NA,NA,NA
"1738",1738,1738,1738,13159216,0,1,NA,NA,NA,NA,NA,NA
